continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status,company_age
Europe,Master's,Y,N,3950,West,32517.96,Year,Y,0,42
North America,Bachelor's,Y,N,79,South,192084.37,Year,N,0,21
Asia,Bachelor's,N,Y,2391,South,439.3944,Hour,Y,1,11
North America,Bachelor's,N,N,2584,South,6.3305,Hour,Y,1,123
Asia,High School,Y,N,285,Northeast,16692.25,Year,Y,1,17
Asia,Bachelor's,N,N,3725,West,56862.79,Year,Y,1,145
Europe,High School,N,Y,3097,South,50656.18,Year,Y,1,24
Asia,Master's,Y,N,3171,West,45016.79,Year,Y,1,78
Asia,Doctorate,N,N,1209,Northeast,145.74,Hour,Y,0,18
Asia,Master's,Y,N,4836,Midwest,597.9,Year,Y,0,18
Asia,Bachelor's,Y,N,30339,South,134030.7,Year,Y,0,17
Asia,Bachelor's,N,Y,1306,Midwest,71893.49,Year,Y,1,71
Asia,High School,N,Y,220,West,100112.71,Year,Y,1,43
Asia,Master's,N,N,101,South,61067.13,Year,Y,1,123
Asia,Master's,Y,N,7880,South,51972.31,Year,Y,0,11
Asia,Bachelor's,N,Y,3354,South,51889.65,Year,Y,1,71
Asia,Bachelor's,Y,N,289,Northeast,67162.15,Year,Y,0,114
Asia,Bachelor's,Y,N,2703,Midwest,107354.97,Year,Y,0,31
Asia,Master's,Y,Y,911,South,77328.05,Year,Y,0,16
Asia,Bachelor's,Y,N,1004,South,42907.31,Year,Y,0,26
Asia,Master's,Y,Y,1065,Northeast,164781.05,Year,Y,1,64
Asia,Master's,Y,N,401,Midwest,225877.49,Year,Y,0,11
Asia,Bachelor's,N,N,2123,West,118.76,Hour,Y,0,119
North America,Bachelor's,N,N,2948,Northeast,95089.48,Year,Y,1,19
Oceania,Master's,N,N,5557,Northeast,184826.87,Year,Y,0,55
Europe,Bachelor's,Y,N,5760,South,18947.12,Year,Y,0,185
Asia,Bachelor's,Y,Y,2370,South,90460.68,Year,Y,0,71
Asia,Bachelor's,Y,N,957,Northeast,21801.25,Year,Y,1,75
Asia,High School,Y,N,5498,West,105347.24,Year,Y,1,127
Asia,Bachelor's,Y,N,2443,Midwest,11595.22,Year,Y,1,25
Asia,High School,Y,N,1936,West,10927.9,Year,Y,1,73
Asia,High School,N,N,549,Northeast,427.3764,Hour,Y,1,40
Asia,Master's,N,N,352,Midwest,135765.62,Year,Y,0,25
Asia,Bachelor's,Y,N,4143,West,85031.78,Year,Y,1,39
Asia,High School,Y,N,3388,South,97701.01,Year,Y,0,25
Asia,Bachelor's,N,N,1498,West,100240.42,Year,N,1,23
Asia,Bachelor's,N,N,21674,Northeast,42333.72,Year,Y,1,41
Africa,Master's,Y,N,3074,Northeast,147576.26,Year,Y,0,148
Asia,Master's,N,Y,416,South,60118.33,Year,Y,0,25
Asia,Master's,N,N,2321,West,22143.21,Year,Y,0,12
Asia,Bachelor's,Y,Y,2425,South,157482.58,Year,Y,0,51
Asia,Doctorate,N,Y,2478,Northeast,73335.61,Year,Y,1,114
South America,Doctorate,Y,Y,320,South,254604.08,Year,Y,0,23
Asia,Bachelor's,Y,N,3143,Northeast,26946.53,Year,Y,1,22
North America,Master's,Y,N,3804,Midwest,122898.11,Year,Y,0,21
Europe,Bachelor's,Y,N,4640,West,32882.25,Year,Y,0,38
Asia,Bachelor's,Y,Y,2860,South,116287.31,Year,Y,1,48
Asia,Bachelor's,Y,N,4422,West,89421.2,Year,Y,1,10
Europe,Doctorate,Y,Y,942,South,96849.08,Year,Y,1,34
Asia,Bachelor's,N,Y,39,West,120189.42,Year,Y,0,38
Europe,Doctorate,Y,N,3481,West,46551.27,Year,Y,0,9
South America,Master's,N,Y,1635,Northeast,91080.42,Year,Y,0,185
Asia,Master's,N,N,3060,Northeast,106200.19,Year,Y,0,22
Asia,High School,N,N,4219,Midwest,124265.9,Year,Y,0,23
Asia,Bachelor's,Y,N,736,Northeast,33792.81,Year,Y,1,17
Asia,Master's,Y,N,900,Midwest,87725.51,Year,Y,0,65
Asia,Master's,N,N,2070,South,101.72,Hour,Y,1,38
South America,Master's,N,N,2065,West,47585.11,Year,Y,1,12
North America,Master's,Y,N,291,South,46439.27,Year,Y,0,184
North America,Bachelor's,N,N,1094,South,69687.58,Year,Y,0,111
North America,Bachelor's,Y,N,1002,Midwest,93871.67,Year,Y,0,26
Asia,Master's,Y,Y,2426,West,152030.57,Year,Y,0,31
Asia,Bachelor's,Y,N,706,Northeast,76842.16,Year,Y,0,41
South America,Master's,N,N,2771,Island,255771.26,Year,Y,1,21
Asia,Bachelor's,Y,N,753,Midwest,104529.9,Year,N,1,34
Asia,Master's,N,N,4448,South,66212.41,Year,N,0,26
Asia,Bachelor's,N,N,727,West,50149.33,Year,Y,1,23
Asia,Doctorate,N,Y,2698,West,95557.36,Year,Y,0,26
Asia,High School,N,N,3227,Northeast,933.976,Hour,Y,1,178
Asia,Master's,Y,N,987,West,46369.39,Year,Y,0,26
Africa,Bachelor's,Y,N,1663,West,148443.6,Year,Y,0,54
Asia,High School,Y,N,1647,Northeast,40925.15,Year,Y,1,13
Asia,High School,Y,N,4275,Midwest,77509.81,Year,Y,1,20
Asia,Bachelor's,Y,N,5803,South,36915.9,Year,N,1,11
Asia,Master's,Y,N,1656,Northeast,98425.69,Year,Y,0,25
Europe,Bachelor's,N,N,13242,West,14570.17,Year,Y,0,36
Asia,Bachelor's,Y,N,4389,Midwest,67132.25,Year,Y,0,168
Asia,Bachelor's,Y,N,1506,Northeast,112853.73,Year,Y,0,25
North America,Bachelor's,N,N,5543,South,61761.32,Year,Y,1,21
Asia,Doctorate,Y,N,4143,West,3827.62,Year,Y,0,92
Asia,Doctorate,Y,Y,2911,Northeast,139260.8,Year,Y,0,18
Asia,Bachelor's,Y,N,273,West,56495.99,Year,Y,0,22
Asia,Bachelor's,N,Y,626,Northeast,72826.23,Year,Y,0,53
Europe,Bachelor's,N,N,2258,West,152041.11,Year,Y,1,25
Asia,Bachelor's,Y,N,279,South,42061.41,Year,Y,1,16
Asia,Master's,Y,N,276,Midwest,78387.82,Year,N,1,30
Asia,Bachelor's,N,N,2392,South,153519.15,Year,Y,0,15
Asia,High School,N,N,602,Northeast,147644.76,Year,Y,0,25
Asia,High School,N,N,2748,Northeast,66762.26,Year,N,1,29
Asia,Master's,Y,N,2376,South,48975.68,Year,Y,0,17
Europe,Doctorate,N,Y,1400,South,56651.09,Year,Y,0,24
Asia,Master's,N,N,866,Midwest,100221.78,Year,Y,1,19
Asia,Bachelor's,Y,N,1624,South,61512.15,Year,Y,0,34
Asia,Doctorate,N,N,116,Northeast,27688.6,Year,Y,1,22
Asia,Master's,N,N,893,Midwest,278708.4,Year,Y,0,44
Asia,Master's,Y,N,439,Northeast,62864.96,Year,Y,0,26
Europe,Doctorate,Y,N,1088,Northeast,127960.51,Year,Y,0,22
Asia,High School,N,N,2063,Midwest,65539.14,Year,Y,0,35
Asia,Bachelor's,N,N,1166,South,105288.99,Year,Y,1,24
Asia,Master's,N,Y,156,South,122622.08,Year,Y,1,28
Asia,Bachelor's,N,N,1171,Midwest,85641.48,Year,Y,1,14
North America,High School,N,N,2553,South,124525.43,Year,Y,1,22
North America,High School,Y,N,1512,South,57515.97,Year,Y,0,67
Asia,Bachelor's,Y,N,1414,Northeast,47246.9,Year,Y,0,12
Asia,Master's,N,N,614,West,83824.94,Year,Y,1,24
Asia,High School,Y,N,2237,West,2999.93,Year,Y,1,16
Asia,Bachelor's,N,N,4989,Northeast,122630.54,Year,Y,1,33
Asia,Master's,N,N,2405,West,210360.91,Year,N,0,11
Europe,Master's,Y,N,3867,South,59062.81,Year,Y,0,13
Asia,Bachelor's,N,N,2212,South,144093.11,Year,Y,0,123
Asia,Master's,N,N,1156,South,100838.82,Year,N,0,58
Asia,Master's,Y,N,623,West,658.5429,Hour,Y,1,55
Europe,Master's,Y,N,2100,South,71761.36,Year,N,0,44
North America,Master's,N,N,1979,West,85786.34,Year,Y,1,38
North America,Master's,N,N,2209,South,93006.99,Year,Y,0,23
Asia,Bachelor's,Y,N,535,South,49803.42,Year,Y,0,22
Asia,Bachelor's,Y,N,305,West,688.7327,Hour,Y,0,61
North America,Bachelor's,Y,N,456,South,118621.39,Year,Y,1,20
Europe,Master's,Y,Y,4008,South,63677.55,Year,Y,0,36
Asia,Bachelor's,Y,N,2398,Midwest,183633.13,Year,Y,0,20
Asia,Bachelor's,Y,N,1914,West,35987.75,Year,N,1,16
Asia,Master's,Y,N,1082,Midwest,66559.73,Year,Y,0,72
North America,Master's,Y,N,1233,South,141129.7,Year,N,0,22
Asia,Master's,Y,N,404,West,43156.66,Year,Y,1,20
Asia,High School,Y,N,4261,Northeast,55109.57,Year,Y,0,15
Europe,Master's,Y,N,3716,West,42514.7,Year,Y,0,18
Asia,Bachelor's,N,N,4419,West,194967.27,Year,N,1,24
Africa,Master's,N,N,5432,Northeast,77179.1,Year,Y,0,39
Europe,Master's,N,N,1117,West,177.8673,Hour,Y,1,24
Asia,Master's,Y,N,723,West,266.7472,Hour,Y,1,17
Asia,Bachelor's,N,N,378,Midwest,40731.85,Year,Y,0,17
Europe,Master's,N,N,598,South,381.6501,Hour,Y,1,54
Europe,High School,N,N,1511,Northeast,48508.3,Year,Y,0,25
Asia,Master's,Y,N,3193,South,116383.1,Year,Y,0,11
Asia,High School,Y,N,2916,Midwest,107979.79,Year,Y,1,17
North America,Bachelor's,Y,N,360,Northeast,9133.69,Year,Y,0,16
Asia,Master's,Y,N,2281,Midwest,82369.06,Year,Y,0,30
South America,High School,N,Y,3172,West,104855.95,Year,Y,1,25
Asia,Bachelor's,Y,N,1652,Midwest,107196.03,Year,Y,0,16
North America,Master's,Y,N,2551,South,95811.27,Year,N,0,83
Asia,Master's,N,N,1033,South,101304.93,Year,Y,1,89
Asia,Master's,N,N,4322,West,145074.67,Year,Y,0,18
Asia,Bachelor's,Y,N,559,South,16493.88,Year,N,0,103
Asia,Bachelor's,Y,N,1626,West,142985.98,Year,N,1,206
Asia,Bachelor's,Y,N,1327,South,96022.42,Year,Y,0,15
Asia,Master's,Y,N,1827,Northeast,122073.41,Year,N,0,206
Europe,Doctorate,Y,N,3828,West,34515.76,Year,Y,1,136
Asia,Master's,Y,N,1482,Midwest,27069.76,Year,Y,0,26
Asia,Bachelor's,Y,N,3928,West,53751.99,Year,Y,0,16
Asia,Master's,Y,N,3851,Northeast,148.35,Hour,Y,1,20
Asia,Bachelor's,N,N,571,South,154468.73,Year,N,0,19
Asia,Bachelor's,Y,N,2293,Midwest,85861.54,Year,Y,0,36
Europe,Bachelor's,N,N,3610,South,17877.73,Year,Y,0,30
Asia,Master's,N,Y,73744,South,22347.87,Year,Y,0,37
Asia,Master's,N,Y,3594,West,110885.22,Year,Y,1,12
Asia,Master's,Y,N,1074,Northeast,75562.58,Year,N,0,13
Africa,Bachelor's,Y,N,2887,West,76915.32,Year,Y,0,14
Europe,Bachelor's,N,N,4094,South,86012.78,Year,Y,0,12
Asia,Bachelor's,N,N,876,West,166155.28,Year,Y,0,17
South America,Doctorate,Y,N,1141,West,278.9787,Hour,Y,0,10
North America,High School,N,Y,2061,Midwest,78967.52,Year,Y,1,24
Asia,Master's,N,N,734,West,38079.31,Week,Y,1,18
Oceania,High School,Y,N,2028,West,68917.53,Year,Y,0,76
Asia,Bachelor's,N,N,2235,Midwest,42323.5,Year,Y,0,30
Asia,Bachelor's,Y,Y,932,West,152018.72,Year,Y,0,22
Asia,Master's,N,N,2863,West,104.11,Hour,Y,1,24
Asia,High School,Y,N,5403,Midwest,129684.53,Year,Y,1,22
Asia,Master's,Y,N,3129,Midwest,100440.63,Year,Y,0,44
Asia,Master's,N,N,4314,Northeast,50688.45,Year,Y,1,55
Asia,Master's,N,N,2093,Northeast,73697.87,Year,Y,1,43
Asia,Bachelor's,Y,N,2503,West,111651.49,Year,Y,1,16
Asia,Master's,N,N,608,South,109148.67,Year,Y,0,38
Asia,Master's,N,N,922,South,224.1068,Hour,Y,0,31
Europe,High School,N,N,4090,West,137058.08,Year,Y,1,21
Europe,Doctorate,N,N,48,West,39637.55,Year,Y,1,24
Asia,Master's,Y,N,1738,South,60591.27,Year,Y,0,17
Europe,Doctorate,N,N,4231,Northeast,54113.15,Year,Y,0,15
Asia,Bachelor's,N,Y,-11,Northeast,108403.56,Year,Y,0,77
Asia,High School,Y,N,2137,Midwest,167312.76,Year,Y,1,34
Asia,Bachelor's,Y,N,2458,South,22812.27,Year,Y,0,13
Europe,Doctorate,Y,N,2521,South,76424.81,Year,Y,0,35
North America,Bachelor's,N,N,2838,Midwest,152276.13,Year,N,0,84
North America,Bachelor's,Y,N,4699,South,7452.71,Year,Y,0,18
Asia,Bachelor's,N,N,381,West,54899.09,Year,Y,1,20
Asia,Bachelor's,N,N,90181,Northeast,93944.46,Year,Y,0,14
Asia,Bachelor's,Y,N,4007,South,107651.48,Year,Y,0,89
Asia,Bachelor's,Y,N,2405,South,86022.02,Year,Y,0,90
Europe,Master's,N,N,1106,Midwest,89419.65,Year,Y,1,13
Asia,Master's,N,N,33626,West,130.18,Hour,Y,1,37
Asia,Bachelor's,Y,Y,12669,West,154599.79,Year,Y,0,46
Asia,Bachelor's,Y,N,2780,Northeast,78764.95,Year,Y,1,27
South America,Bachelor's,Y,N,1198,Northeast,74318.66,Year,Y,1,60
Asia,Bachelor's,N,N,3156,South,211405.6,Year,Y,1,65
Asia,Doctorate,Y,N,3333,Northeast,5521.0,Year,Y,0,16
Asia,Master's,Y,N,4958,South,27437.79,Year,Y,0,35
Asia,Bachelor's,Y,N,2626,West,76224.64,Year,Y,0,19
Europe,Bachelor's,Y,N,6188,South,94830.46,Year,Y,0,30
North America,Bachelor's,N,N,3940,Midwest,733.4222,Hour,Y,0,100
Asia,Doctorate,Y,Y,1880,South,107421.5,Year,Y,0,111
Europe,Doctorate,Y,N,1214,Northeast,110435.4,Year,Y,0,25
Europe,Master's,N,Y,3689,Northeast,70429.81,Year,Y,0,24
Asia,Bachelor's,Y,N,812,South,73338.25,Year,Y,0,45
North America,Master's,Y,N,2973,West,90626.0,Year,N,0,10
Europe,Bachelor's,N,N,1176,West,76037.92,Year,Y,0,53
North America,Doctorate,Y,N,776,Northeast,126481.29,Year,Y,0,35
Asia,Bachelor's,N,Y,19513,Midwest,114073.29,Year,Y,0,13
Asia,Master's,Y,N,5959,West,60783.29,Year,Y,0,15
Europe,High School,N,N,3077,Northeast,1369.31,Year,Y,0,138
Asia,High School,N,N,9015,West,70098.18,Year,Y,0,39
Asia,High School,N,N,1884,West,151611.86,Year,Y,1,29
Asia,High School,N,N,3729,South,87724.59,Year,Y,1,26
North America,Bachelor's,N,N,1243,Midwest,6976.35,Year,Y,0,49
Europe,Doctorate,N,N,3336,West,67937.31,Year,Y,0,18
Europe,Master's,Y,Y,1143,Northeast,60395.01,Year,Y,0,15
Asia,Bachelor's,Y,N,2312,South,120459.53,Year,Y,1,11
Asia,Bachelor's,N,N,914,Midwest,45310.48,Year,Y,1,16
Asia,High School,N,N,3846,South,44048.87,Year,Y,0,25
Asia,Bachelor's,N,N,3305,South,670.3834,Hour,Y,1,22
Asia,Bachelor's,Y,N,2757,Northeast,95111.56,Year,Y,0,14
Asia,Bachelor's,Y,N,2322,South,37141.15,Year,Y,0,11
South America,High School,N,N,2769,Northeast,228.3418,Hour,Y,0,172
North America,High School,N,N,845,Northeast,38091.39,Year,Y,1,24
Asia,Bachelor's,Y,N,2902,Northeast,98663.41,Year,Y,1,15
Europe,Master's,Y,N,4731,West,40197.55,Year,Y,0,44
Asia,Master's,Y,N,90,Northeast,87806.67,Year,Y,0,17
Asia,High School,N,Y,1916,West,115287.21,Year,Y,1,19
Asia,Bachelor's,N,N,4127,Midwest,40799.75,Year,Y,0,63
North America,Master's,Y,Y,2477,Northeast,108534.01,Year,Y,0,204
Asia,Master's,N,N,5132,Island,94570.25,Year,N,0,24
Asia,Master's,Y,N,3701,South,40333.16,Year,N,0,19
Asia,Bachelor's,N,N,2240,Northeast,36934.32,Year,Y,1,31
South America,Bachelor's,N,N,2353,West,599.6041,Hour,Y,1,23
Asia,Bachelor's,Y,N,4512,West,30755.28,Year,Y,1,48
Asia,Bachelor's,Y,N,272,Midwest,50605.71,Year,Y,0,55
Asia,Bachelor's,N,N,2834,South,128911.54,Year,Y,0,45
Asia,Bachelor's,N,N,1512,South,90826.28,Year,Y,1,16
Asia,Bachelor's,N,N,1095,West,71785.88,Year,Y,0,13
Asia,Bachelor's,N,N,3115,South,99116.24,Year,Y,1,13
North America,Master's,Y,N,1218,South,54959.21,Year,Y,0,30
Asia,Bachelor's,Y,N,2216,Northeast,124435.47,Week,Y,0,30
Europe,Bachelor's,Y,N,563,West,11828.43,Year,Y,0,26
Europe,Doctorate,Y,N,4713,West,38663.24,Year,Y,0,23
Asia,Master's,Y,N,9053,Midwest,155372.27,Year,N,0,14
Asia,Master's,Y,N,1238,Northeast,109923.43,Year,Y,0,24
Asia,Bachelor's,Y,N,2548,South,115111.55,Year,Y,1,14
Asia,Doctorate,Y,N,3669,Northeast,88062.64,Year,N,0,27
Asia,Bachelor's,N,N,5187,Midwest,111341.97,Year,Y,1,19
Asia,Bachelor's,Y,N,2718,Midwest,42.559,Hour,Y,0,36
Asia,Bachelor's,N,N,1976,West,210460.6,Year,Y,0,14
Asia,Master's,N,N,1408,Northeast,89394.88,Year,Y,1,46
Asia,Bachelor's,Y,N,2662,West,112661.84,Year,Y,1,46
Europe,Master's,N,N,28082,Northeast,30966.78,Year,Y,0,31
Asia,Bachelor's,N,N,1871,West,150542.63,Year,Y,1,42
Europe,Bachelor's,Y,N,5000,Northeast,9595.6,Year,Y,0,15
Asia,Bachelor's,Y,N,5159,West,110219.12,Week,Y,0,32
Asia,Master's,N,N,2359,Northeast,107836.59,Year,N,0,18
Europe,Doctorate,N,N,306,West,57529.92,Year,Y,0,28
Europe,Master's,Y,N,3150,South,501.3166,Hour,Y,0,134
Asia,Master's,Y,N,5002,South,25285.27,Year,N,0,23
North America,Bachelor's,Y,N,3130,Northeast,593.5478,Hour,Y,1,168
Asia,Master's,N,N,1505,Northeast,115096.45,Year,Y,1,26
Asia,Bachelor's,N,N,3571,South,101194.55,Year,Y,0,44
Asia,Bachelor's,N,N,1623,Northeast,92394.05,Year,Y,0,42
South America,Bachelor's,Y,N,2431,South,18876.35,Year,Y,0,147
Europe,Doctorate,Y,N,10258,West,27399.91,Year,Y,0,150
Asia,Master's,N,N,74815,Island,165693.26,Year,N,0,97
Asia,Master's,Y,N,2705,West,106932.69,Year,Y,0,38
Asia,Master's,Y,N,946,West,86883.08,Year,Y,0,16
Asia,Bachelor's,Y,N,2601,Midwest,7489.34,Year,Y,0,14
Europe,Master's,Y,Y,2543,West,44082.61,Year,Y,0,44
Europe,Master's,Y,N,2477,Midwest,64493.93,Year,Y,0,16
Asia,Master's,N,N,996,South,97525.57,Year,N,0,23
Asia,Doctorate,Y,N,1002,Northeast,26887.6,Year,Y,0,53
Asia,High School,Y,N,2524,Northeast,89344.1,Year,Y,1,8
South America,High School,Y,Y,1818,Midwest,22300.68,Year,Y,1,17
Asia,Bachelor's,Y,N,4473,Northeast,154026.23,Year,Y,1,108
Asia,Bachelor's,Y,N,1883,Northeast,82683.14,Year,Y,0,17
Asia,High School,N,N,8622,Midwest,77257.01,Year,Y,1,149
Asia,Bachelor's,N,N,20,West,93676.43,Year,Y,1,170
Asia,Bachelor's,N,N,3224,Midwest,36684.43,Year,Y,1,16
Europe,Doctorate,Y,N,2212,West,63037.47,Year,Y,0,47
Asia,High School,Y,N,2872,Northeast,264303.76,Year,Y,1,46
Asia,Bachelor's,Y,N,1181,West,28631.58,Year,Y,1,21
Europe,Master's,N,N,7607,Northeast,47732.03,Year,Y,1,47
Asia,Bachelor's,Y,N,1508,West,75408.95,Year,Y,0,134
Asia,Bachelor's,Y,N,2952,West,59555.7,Year,Y,0,16
Asia,Doctorate,N,N,2035,South,50.2928,Hour,Y,0,36
Asia,High School,N,Y,3236,West,96504.46,Year,Y,0,160
Asia,Master's,N,N,291,South,56585.82,Year,Y,1,46
Asia,High School,N,N,678,South,423.9645,Hour,Y,0,36
Asia,Bachelor's,Y,N,964,West,410.6198,Hour,Y,0,55
Asia,Master's,Y,N,555,Northeast,129744.35,Year,Y,0,42
Asia,Bachelor's,N,Y,3578,South,83708.98,Year,Y,0,10
Asia,Bachelor's,Y,N,3116,West,56972.12,Year,Y,0,36
Oceania,Master's,Y,Y,2128,West,37915.63,Year,Y,0,23
Asia,Bachelor's,N,N,2065,Northeast,61024.55,Year,Y,1,18
Asia,Bachelor's,N,N,154,West,28601.68,Year,Y,1,103
Asia,High School,Y,N,2069,Midwest,125320.77,Year,Y,1,18
Asia,Bachelor's,N,N,1535,Northeast,103659.75,Year,Y,0,13
Asia,Master's,N,N,1809,Northeast,39646.92,Year,Y,1,18
Europe,Doctorate,N,N,882,West,27172.0,Year,Y,1,16
Europe,Bachelor's,N,N,4554,West,23080.22,Year,Y,0,29
Europe,Bachelor's,Y,N,5312,West,40063.69,Year,Y,0,24
Asia,Master's,N,N,9949,Northeast,9587.05,Year,Y,0,150
Asia,Bachelor's,N,N,1677,Northeast,878.2895,Hour,Y,1,33
Asia,Master's,N,N,3421,South,683.6176,Hour,Y,0,113
Asia,High School,N,N,1024,West,75680.3,Year,Y,1,12
Asia,Bachelor's,Y,N,2301,South,15294.91,Year,Y,0,138
North America,Bachelor's,N,N,229,West,248.01,Hour,Y,1,18
Asia,Bachelor's,Y,N,3477,Island,92922.51,Year,Y,0,11
Asia,Bachelor's,N,N,52,West,168949.07,Year,Y,1,16
Asia,Master's,N,N,92,Midwest,166677.8,Year,Y,0,18
Asia,Bachelor's,N,Y,1923,West,54646.11,Year,Y,0,26
Asia,Master's,N,N,3660,Northeast,106423.02,Year,N,0,74
Europe,Bachelor's,N,Y,1902,Northeast,111288.81,Year,Y,0,26
North America,Bachelor's,Y,N,5963,Northeast,26217.34,Year,Y,0,14
North America,Master's,Y,N,1486,Midwest,96261.14,Year,Y,0,25
Asia,Bachelor's,Y,N,2475,South,33408.6,Year,Y,0,30
Europe,High School,N,N,525,West,123457.29,Year,Y,1,15
Asia,Bachelor's,N,N,707,Northeast,240467.47,Year,N,1,38
Europe,Master's,Y,N,2751,Midwest,100305.94,Year,Y,0,219
Europe,Bachelor's,Y,Y,2066,West,9668.72,Year,Y,0,19
Asia,Bachelor's,Y,N,32,South,49391.45,Year,Y,0,26
Asia,Bachelor's,N,N,100070,South,56845.52,Year,Y,1,205
Asia,Bachelor's,N,N,2462,Northeast,99284.73,Year,Y,0,103
Asia,Master's,Y,N,4246,South,90247.32,Year,Y,0,63
Asia,Bachelor's,N,Y,2394,Midwest,20201.13,Year,Y,0,24
Europe,Bachelor's,Y,N,98336,Northeast,11093.54,Year,Y,0,121
North America,Bachelor's,Y,N,2604,South,83735.93,Year,Y,0,41
Asia,Bachelor's,Y,N,4094,Midwest,114270.3,Year,Y,0,21
North America,Master's,Y,N,1817,Northeast,27510.78,Year,Y,0,35
Asia,Master's,N,N,235,South,377.4307,Hour,Y,1,16
Asia,Bachelor's,Y,N,744,West,144241.87,Year,Y,0,23
Asia,Bachelor's,N,N,33156,Northeast,45907.91,Year,Y,0,16
Asia,Bachelor's,Y,N,633,South,81047.49,Year,Y,0,43
Asia,High School,Y,N,3771,West,34957.73,Year,Y,1,25
North America,Master's,N,N,3583,Northeast,50445.24,Year,N,0,42
Asia,Master's,Y,N,4150,Midwest,99147.4,Year,Y,0,90
North America,Master's,Y,N,36353,Northeast,125925.71,Year,N,0,25
Asia,Bachelor's,Y,N,2905,West,96271.4,Year,Y,1,135
Asia,Bachelor's,Y,N,1518,Northeast,108115.85,Year,Y,0,42
Asia,Master's,N,N,2750,West,78994.7,Year,Y,1,11
Asia,Master's,Y,Y,626,South,86265.1,Year,Y,0,42
North America,Bachelor's,Y,N,211,Northeast,23945.38,Year,Y,0,20
Asia,High School,Y,N,3186,South,86123.36,Year,Y,0,164
Asia,Doctorate,Y,N,969,West,87770.01,Year,Y,0,29
North America,Bachelor's,N,Y,674,West,57813.41,Year,Y,0,99
Asia,Bachelor's,N,N,494,Northeast,6537.59,Year,Y,0,23
Asia,High School,N,N,1100,South,54956.97,Year,Y,1,11
Asia,Bachelor's,Y,N,3197,South,82948.63,Year,Y,0,25
Asia,Master's,Y,N,108,Midwest,82889.75,Year,Y,0,25
Asia,Master's,Y,N,4025,West,40925.49,Year,Y,0,11
Asia,Bachelor's,N,N,1070,Midwest,69765.81,Year,Y,1,63
Asia,High School,N,N,3433,South,38551.67,Year,Y,0,42
Asia,Master's,N,Y,2854,Northeast,138642.17,Year,Y,1,180
Europe,Bachelor's,N,N,1359,Midwest,64088.7,Year,Y,0,25
Asia,Master's,Y,N,607,Midwest,85966.67,Year,Y,0,39
Asia,High School,N,N,1643,Northeast,862.3799,Hour,Y,1,25
Asia,Master's,Y,N,2902,South,38108.45,Year,Y,0,24
Asia,Doctorate,Y,Y,4135,West,5433.58,Year,Y,0,26
Europe,Master's,Y,Y,907,West,14630.3,Year,Y,0,31
South America,Bachelor's,N,N,2397,South,131275.93,Year,N,0,38
Asia,Bachelor's,Y,N,202,Midwest,51149.81,Year,Y,1,25
Asia,Doctorate,Y,N,3379,West,32670.64,Year,Y,0,138
Asia,Master's,N,N,2611,Northeast,67532.5,Week,Y,0,89
Asia,Master's,Y,N,2256,South,105821.36,Year,Y,0,10
Asia,Master's,Y,N,1161,Northeast,358.263,Hour,Y,0,13
Asia,Master's,Y,N,3971,Northeast,62707.52,Year,Y,0,16
North America,Master's,Y,N,3710,Northeast,41529.88,Year,Y,0,35
Asia,Master's,N,Y,387,West,96293.17,Year,Y,0,19
Asia,Bachelor's,N,N,39799,South,119194.11,Year,Y,0,23
Asia,Master's,N,N,188,Midwest,81490.41,Year,Y,0,22
Asia,Master's,Y,N,2838,West,38073.74,Year,Y,0,30
North America,Bachelor's,Y,N,4313,West,113749.63,Week,Y,0,19
Asia,Bachelor's,Y,N,41517,South,90733.61,Year,Y,0,7
Asia,Master's,N,N,200,South,22019.76,Year,N,0,34
Asia,Bachelor's,N,N,2915,West,79681.76,Year,Y,1,36
Asia,Master's,N,N,1336,Midwest,143145.26,Year,Y,1,55
Asia,Bachelor's,N,Y,101,South,70037.05,Year,Y,1,138
Asia,Master's,Y,N,1725,West,42135.46,Year,Y,0,30
North America,Master's,N,N,1805,West,47165.25,Year,Y,0,51
Asia,High School,Y,N,3112,South,15871.25,Year,Y,0,27
Asia,Master's,N,N,2261,Northeast,55389.64,Year,Y,0,15
Asia,Bachelor's,Y,N,878,South,75948.03,Year,Y,1,70
Asia,High School,N,N,372064,West,28611.11,Year,Y,1,60
Asia,High School,Y,N,2267,South,50043.22,Year,Y,1,22
North America,Bachelor's,Y,N,1978,South,94069.28,Year,Y,1,14
Europe,Master's,Y,N,4548,South,67891.84,Year,Y,0,22
Asia,Master's,Y,N,3171,West,37064.04,Year,Y,0,85
Asia,Bachelor's,N,N,1459,South,47730.62,Year,Y,0,23
Asia,High School,N,N,2111,Midwest,150308.23,Year,Y,1,19
Europe,Master's,N,N,290,South,76433.65,Year,Y,0,25
Asia,High School,Y,N,5130,Northeast,13997.91,Year,Y,0,35
Asia,Master's,N,N,1684,South,31438.99,Year,Y,0,19
Europe,High School,N,N,894,South,66696.57,Year,Y,1,154
Asia,High School,Y,Y,122255,South,42048.73,Year,Y,1,9
Asia,Master's,N,N,2273,Midwest,148573.02,Year,Y,0,11
Asia,Master's,N,N,2476,Midwest,122711.51,Year,Y,0,17
Asia,High School,N,N,2253,Northeast,971.1404,Hour,Y,1,35
